ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Om Namobuddha Overseas Consultancy and Training Institute,Jhapa,Private,2065
Naso Music,Kathmandu,Private,2065
Cosmos Hydro Electric Company,Kathmandu,Private,2065
Bids Trading,Kathmandu,Private,2065
Apil Bista Films Production,Kathmandu,Private,2065
Unicity Nepal,Kathmandu,Private,2065
Protech Nepal Employment,Kathmandu,Private,2065
Perfect Active Solutions,Kathmandu,Private,2065
Lapsephedi Hill Side Academy,Kathmandu,Private,2065
Modern Nepal Minerals Industries,Kathmandu,Private,2065
Bhramarapura Mithila Public School,Mahottari,Private,2065
Conquer Heights Treks & Expedition,Kathmandu,Private,2065
Kist Education Service Center,Kathmandu,Private,2065
Big Plus Consultancy,Kathmandu,Private,2065
Impressions,Lalitpur,Private,2065
Mountain Celebration Adventure,Kathmandu,Private,2065
Rex Career Consultancy For International Education,Rupandehi,Private,2065
Great Escape Tours & Travels,Kathmandu,Private,2065
Maini Paradise English Boarding School,Sindhuli,Private,2065
Gelu Treks & Expedition,Kathmandu,Private,2065
Fair Money Changer,Kathmandu,Private,2065
I.T. Globlal,Kathmandu,Private,2065
Rich Tours & Travels,Kathmandu,Private,2065
Safe Names Nepal,Kathmandu,Private,2065
Parushree Service Center,Kathmandu,Private,2065
Chandeshwari Media Creation,Kavrepalanchowk,Private,2065
Dristi Creation,Kathmandu,Private,2065
Radiant Realty,Kathmandu,Private,2065
Champa Devi Resort,Kathmandu,Private,2065
C.G.Motocorp Nepal,Lalitpur,Private,2065
Timal Roshi International,Kathmandu,Private,2065
Inter Exchange Research & Consultancy,Kathmandu,Private,2065
Pyramid Spares International,Kathmandu,Private,2065
Shirjay International Trading,Kathmandu,Private,2065
Lumbini Dental Hospital,Rupandehi,Private,2065
S.B. Printers and Publication,Kathmandu,Private,2065
World Blue Moon Education and Career,Kathmandu,Private,2065
Capital Reason Educational Consultancy,Kathmandu,Private,2065
Trikon Sub Money Transfer,Kathmandu,Private,2065
Quick Money Transfer,Kathmandu,Private,2065
Yangdu Resort,Kathmandu,Private,2065
Sangrila Meat,Kathmandu,Private,2065
Expert Web Solution,Kathmandu,Private,2065
Diraj Housing & Investment,Kathmandu,Private,2065
Thagu Multimedia Solution,Kathmandu,Private,2065
Sphinx International Education,Kathmandu,Private,2065
Sisne Syarpu English Boarding School,Rukum,Private,2065
Creation and Constructions Nepal,Kathmandu,Private,2065
Sanduk Traders and Investment Company,Sunsari,Private,2065
Village Home,Kathmandu,Private,2065
Pawanputra Securities,Kathmandu,Public,2065
Sitapur Motherland E. Me. Boarding School,Banke,Private,2065
N.D. Engineering Consultancy,Kathmandu,Private,2065
Madhyamanchal Real State & Housing Company,Parsa,Private,2065
Aashirbad Trading,Chitwan,Private,2065
Bright Horizon Educational Consultancy,Kathmandu,Private,2065
Web Matrix Nepal,Kathmandu,Private,2065
Lord Swayambhu Property Dealers,Kathmandu,Private,2065
Dynamic Nepal Training & Development,Lalitpur,Private,2065
Skill & Employment Guideline,Sunsari,Private,2065
Binit Sub-Remit and Travels Agency,Kaski,Private,2065
Mount Everest Human Resources,Lalitpur,Private,2065
Kamzang Resort,Kathmandu,Private,2065
C Plus,Kathmandu,Private,2065
Cityscape Developers,Kathmandu,Private,2065
Global Vastu Pratisthan,Kathmandu,Private,2065
Gramin Daana Udhyog,Kathmandu,Private,2065
Nepal Sam Overseas,Kathmandu,Private,2065
Kritipur Poultry Suppliers,Kathmandu,Private,2065
Khushi and Brother's Trading,Kathmandu,Private,2065
Usha Trading,Kathmandu,Private,2065
Jangbog Tour,Lalitpur,Private,2065
Hansposa Sunrise English Boarding School,Sunsari,Private,2065
B.S.Solar & Grill Furniture,Kathmandu,Private,2065
Balaji Mineral Water,Kathmandu,Private,2065
Sajha Business Group,Kathmandu,Private,2065
