ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Helpline Health and physiotherapy Service,Bhaktapur,Private,2070
R C Language and Study Abroad,Bhaktapur,Private,2070
Metro Food Industries,Bhaktapur,Private,2070
Foster Education,Bhaktapur,Private,2070
Moktan Wood & Metal,Bhaktapur,Private,2070
Madhyapur Boys Event Management,Bhaktapur,Private,2070
Simrika Homes,Bhaktapur,Private,2070
Kamala Hygienic Industries,Bhaktapur,Private,2070
Riders Group,Bhaktapur,Private,2070
Agriculture of the World and Animal Farm,Bhaktapur,Private,2070
Karya Binayak Security Services,Bhaktapur,Private,2070
Delight Computer & Tution Center,Bhaktapur,Private,2070
Hrevert Technologies,Bhaktapur,Private,2070
Hotel Ever Green Inn,Bhaktapur,Private,2070
Canvas Thanka Art Studio,Bhaktapur,Private,2070
A One Auto Traders,Bhaktapur,Private,2070
Kshamadevi & Company,Bhaktapur,Private,2070
Idea Inc.,Bhaktapur,Private,2070
Yarina Agro Concern,Bhaktapur,Private,2070
Sagun Dairy & Bakery,Bhaktapur,Private,2070
Siddhi Ganesh Prakritik Upachar Kendra,Bhaktapur,Private,2070
United Tyre Nepal,Bhaktapur,Private,2070
Nepali Motion Pictures,Bhaktapur,Private,2070
Madhyapur Mechanical Workshop,Bhaktapur,Private,2070
Codecraft Infotech,Bhaktapur,Private,2070
Admiral Engineering And Associates,Bhaktapur,Private,2070
Nepal Holiday Villa,Bhaktapur,Private,2070
Goloki Krishi Firm,Bhaktapur,Private,2070
Bagalamukhi Export,Bhaktapur,Private,2070
Apps Travel & Tours,Bhaktapur,Private,2070
Sindhu Party Venue,Bhaktapur,Private,2070
Barsha Metal Udhyog,Bhaktapur,Private,2070
Namo Buddha Carpet Udhyog,Bhaktapur,Private,2070
Harhar Krishi farm,Bhaktapur,Private,2070
Widhi Shilpalaya,Bhaktapur,Private,2070
Jay Bahadur,Bhaktapur,Private,2070
Araniko Kala Tatha Sangit Vidhyalaya,Bhaktapur,Private,2070
Pitzer College,Bhaktapur,Non-Profit Distributing,2070
Migros Agro Farm,Bhaktapur,Private,2070
Gwalia Dairy,Bhaktapur,Private,2070
Gadgade Agriculture Firm,Bhaktapur,Private,2070
Sagar Suppliers,Bhaktapur,Private,2070
Tyro International,Bhaktapur,Private,2070
Genius Academy Nepal,Bhaktapur,Private,2070
Ratna Suppliers,Bhaktapur,Private,2070
Ramu Textile Company,Bhaktapur,Private,2070
Setidevi Sun Chadi Pasal,Bhaktapur,Private,2070
Khadka Organic Tea Product & Exdport Import,Bhaktapur,Private,2070
Lohakilthali Shopping Center,Bhaktapur,Private,2070
Kuber Shakti Enterprises,Bhaktapur,Private,2070
Nepali H.C.H. Services,Bhaktapur,Private,2070
Yak Nak Trekking & Expedition,Bhaktapur,Private,2070
Lumanti Handicraft,Bhaktapur,Private,2070
Nepal Himalayan organic Agro Farm,Bhaktapur,Private,2070
Nepal Himalayan College Of Gemology And Research Center Pvt.Ltd.,Bhaktapur,Private,2070
Panchakanya Suppliers & Construction,Bhaktapur,Private,2070
G.T.H. Industries Pvt. Ltd.,Bhaktapur,Private,2070
Baby Palace Montessori And Child Care,Bhaktapur,Private,2070
Siddhiganesh Organic Krishi Farm,Bhaktapur,Private,2070
Academy of Bir Gurkhas Security Service,Bhaktapur,Private,2070
Babusha Multi Investment,Bhaktapur,Private,2070
Suveksha Fashion,Bhaktapur,Private,2070
C.M. Suppliers,Bhaktapur,Private,2070
Shama Parvate Memorial Educational Foundation,Bhaktapur,Private,2070
D'terrace Cafe Lounge Bar & Grill,Bhaktapur,Private,2070
Chahana Construction,Bhaktapur,Private,2070
Himalayan Aquatic Resources Center,Bhaktapur,Private,2070
Lovely Computer & Electronics,Bhaktapur,Private,2070
Wing Force Security,Bhaktapur,Private,2070
M. M. food Products,Bhaktapur,Private,2070
Visonary Design Architects,Bhaktapur,Private,2070
Clarks Hotel,Bhaktapur,Private,2070
Tathali Gai Firm,Bhaktapur,Private,2070
Bhaktapur Tourism Investment and Shopping Complex,Bhaktapur,Private,2070
Na pukhu investment,Bhaktapur,Private,2070
Real Himalaya,Bhaktapur,Private,2070
Tilashree Trading,Bhaktapur,Private,2070
New Omkar Plastic & Carton Prasodhan Kendra,Bhaktapur,Private,2070
Future Land Education Consultancy,Bhaktapur,Private,2070
National Clean Energy Development,Bhaktapur,Private,2070
Arya Dairy,Bhaktapur,Private,2070
Aasha Agriculture,Bhaktapur,Private,2070
B.B. Agriculture,Bhaktapur,Private,2070
Rajthala Agriculture,Bhaktapur,Private,2070
Saras Pathashala,Bhaktapur,Private,2070
Pentagon Technical Institute Pvt. Ltd.,Bhaktapur,Private,2070
Maanyata Nirman Sewa,Bhaktapur,Private,2070
B.D.S Marketing,Bhaktapur,Private,2070
Aditi Incorporated,Bhaktapur,Private,2070
Sana School of Design,Bhaktapur,Private,2070
Hrenjen Art,Bhaktapur,Private,2070
Sharptech,Bhaktapur,Private,2070
Paramount Active English Boarding School Bhaktapur,Bhaktapur,Private,2070
Unique Paper & Craft,Bhaktapur,Private,2070
Rajesh Marketing,Bhaktapur,Private,2070
Palchoki Krishi Farm,Bhaktapur,Private,2070
Pathivara Service Center,Bhaktapur,Private,2070
D. Laliguras Nirman Company,Bhaktapur,Private,2070
Laliguras Asphalt Plant,Bhaktapur,Private,2070
Research For Scrap And Civil Engineering Service,Bhaktapur,Private,2070
Shubham Trade & Suppliers,Bhaktapur,Private,2070
Everest Vacation,Bhaktapur,Private,2070
Banglamukhi Mutual Invest,Bhaktapur,Private,2070
Sherya Paragliding & Adventures,Bhaktapur,Private,2070
Global Pathshala,Bhaktapur,Private,2070
North Point Mall Pvt Ltd,Bhaktapur,Private,2070
Tijori Investment,Bhaktapur,Private,2070
changunarayan Dental Care,Bhaktapur,Private,2070
Organic Kantipur Agro Farm,Bhaktapur,Private,2070
Greenline Agro,Bhaktapur,Private,2070
Ace Designers & Consult,Bhaktapur,Private,2070
Lama Agriculture Farm,Bhaktapur,Private,2070
Aisling International Techno Planet,Bhaktapur,Private,2070
Binayak Nirman Company,Bhaktapur,Private,2070
Medi Power Technologies Pvt. Ltd.,Bhaktapur,Private,2070
K & K Trading,Bhaktapur,Private,2070
Oasis Enterprises and Business Link Pvt.Ltd.,Bhaktapur,Private,2070
Summarize Suppliers & Builders Company,Bhaktapur,Private,2070
Shivaduti Dairy and Gai Farm,Bhaktapur,Private,2070
BISHNUDEVI  BHOJANALAYA AND GUEST HOUSE,Bhaktapur,Private,2070
R. K. Agro Firm,Bhaktapur,Private,2070
Luwasna Organic Agriculture Farm,Bhaktapur,Private,2070
Rhombus National School,Bhaktapur,Private,2070
Aarakshyan National Academy Bhaktapur,Bhaktapur,Private,2070
Padhma Shree Business,Bhaktapur,Private,2070
Chanakya Educators Bhaktapur,Bhaktapur,Private,2070
Salpa Tailoring,Bhaktapur,Private,2070
Sunapati Multi Concern Nepal,Bhaktapur,Private,2070
Dolma Tibetan Thanka Art Pvt.Ltd.,Bhaktapur,Private,2070
Wecan Engineering Consult Pvt. Ltd,Bhaktapur,Private,2070
Sailung S.R.B.,Bhaktapur,Private,2070
Kusheshwar Agri Farm,Bhaktapur,Private,2070
Dallu Puntu Company,Bhaktapur,Private,2070
Geo-eyed Engineering Consult,Bhaktapur,Private,2070
Lovely Beverage Trading Pvt. Ltd.,Bhaktapur,Private,2070
Radhe Energy And Construction Pvt. Ltd.,Bhaktapur,Private,2070
Singh Devi Traders & Suppliers,Bhaktapur,Private,2070
Aakrip Agro Pvt. Ltd.,Bhaktapur,Private,2070
Pandit And Sons Suppliers,Bhaktapur,Private,2070
Lotus Innovative School Bhaktapur,Bhaktapur,Private,2070
Gyan Thanka Art,Bhaktapur,Private,2070
Nepali Software And Hardware Solution,Bhaktapur,Private,2070
A.V.N Cablenet,Bhaktapur,Private,2070
Nama Shivaya Flims,Bhaktapur,Private,2070
Chandi Construction and Engineering,Bhaktapur,Private,2070
Dirghayu Bahuuddheshiya Krishi,Bhaktapur,Private,2070
H.R.Suppliers,Bhaktapur,Private,2070
Child Heavan Pre. School Bhaktapur,Bhaktapur,Private,2070
Bhaktapur T. V. link,Bhaktapur,Private,2070
Kalon Pre school Bhaktapur,Bhaktapur,Private,2070
Happy Nepal Tours,Bhaktapur,Private,2070
Madhyapur Dirghayu Swasthya Upachar Kendra,Bhaktapur,Private,2070
Dhaawa Saange Gallery Pvt. Ltd.,Bhaktapur,Private,2070
Hotel Marigold,Bhaktapur,Private,2070
International Green Developers Nepal,Bhaktapur,Private,2070
Grace Wear Fashion Industry,Bhaktapur,Private,2070
Technovation Engineering Service,Bhaktapur,Private,2070
Bhaktapur Futsal Pvt. Ltd.,Bhaktapur,Private,2070
Arjan Foodwear & Garment Industries,Bhaktapur,Private,2070
Fijal Entertainment,Bhaktapur,Private,2070
A.K. Madhyapur Krishi Farm,Bhaktapur,Private,2070
Jimini kirsi tatha pashupalan research center pvt.ltd.,Bhaktapur,Private,2070
Nepal Fulwari Pradushan Niyantran Sewa,Bhaktapur,Private,2070
Fast Track Infrastructure,Bhaktapur,Private,2070
Saino Japanese Language School,Bhaktapur,Private,2070
Dehenathi Enterprises,Bhaktapur,Private,2070
R.T.Prasharan Private Limited,Bhaktapur,Private,2070
Sirjana International Furniture,Bhaktapur,Private,2070
Chanakya Foundation,Bhaktapur,Private,2070
S. & P. Innovations Construction pvt. Ltd.,Bhaktapur,Private,2070
Aesthetic Health Care,Bhaktapur,Private,2070
Pyauli Polyclinic,Bhojpur,Private,2070
Khomyung Nirman & Suppliers,Bhojpur,Private,2070
Sriya & Shristee National,Bhojpur,Private,2070
Ayusha Organization,Bhojpur,Private,2070
New Vision English Boarding School Bhojpur,Bhojpur,Private,2070
Mira Memorial English Boarding School Bhojpur,Bhojpur,Private,2070
Eco Steel & Hydro Structures,Chitwan,Private,2070
Chitawan Arganic Matsya Pharm,Chitwan,Private,2070
Stamford International College,Chitwan,Private,2070
Chitwan Business School,Chitwan,Private,2070
Nandan Academy,Chitwan,Private,2070
Sarathi International Education Foundation,Chitwan,Private,2070
Chitrawan Mega College of Management,Chitwan,Private,2070
Chitwan Garima,Chitwan,Private,2070
Poudel Motor Parts Suppliers,Chitwan,Private,2070
Bharatpur Public College,Chitwan,Private,2070
Chitwan College of Management and Technology,Chitwan,Private,2070
Nepal Multiple College Chitwan,Chitwan,Private,2070
Prerana Technical and Education Foundation,Chitwan,Private,2070
Biddhyadeep Shaikeshhik Pratisthan,Chitwan,Private,2070
Shree Axis Institute of Management Sciences,Chitwan,Private,2070
Chitwan School of Management &Tourism,Chitwan,Private,2070
NEPAL SCHOOL OF MANAGEMENT,Chitwan,Private,2070
Brand Education Network,Chitwan,Private,2070
Bharatpur College Of Management Sciences,Chitwan,Private,2070
Idol School of Management,Chitwan,Private,2070
Everest Institute of Professional Learning,Chitwan,Private,2070
Advance Chitawan Imaging & Diagnostic Center,Chitwan,Private,2070
Hotel Monalisa Chitwan,Chitwan,Private,2070
School of Business Academy,Chitwan,Private,2070
J.B. Agro Product and Research,Chitwan,Private,2070
Narmada Polyclinic,Chitwan,Private,2070
Apple Soap & Chemical Industries,Chitwan,Private,2070
Modern Communication,Chitwan,Private,2070
Pashupati Hume Pipe and Pole Industries,Chitwan,Private,2070
Paradox Universal Education Foundation,Chitwan,Private,2070
Super Chitwan Packaging And Bora Udhyog,Chitwan,Private,2070
Satya Aadarsha Academy,Chitwan,Private,2070
Shisan Developers,Chitwan,Private,2070
Chitwan Technical Education and Reseach Foundation,Chitwan,Private,2070
Milan Employment Education,Chitwan,Private,2070
Tech View Company,Chitwan,Private,2070
Aroma Essence Beauty Research Academy,Chitwan,Private,2070
Unlimited Training Education & Consultancy,Chitwan,Private,2070
Crown Heights Real Estate and Housing,Chitwan,Private,2070
Meghauli Organic Farming,Chitwan,Private,2070
Mega Krishi Tatha Pashupalan Development Farm,Chitwan,Private,2070
Chitwan Imaging,Chitwan,Private,2070
Heartsun Technology,Chitwan,Private,2070
S. Nature Wild Resort,Chitwan,Private,2070
Native Institute of Management and Technology,Chitwan,Private,2070
Bhairab Clothing Concern,Chitwan,Private,2070
Divyashakti Trade Link,Chitwan,Private,2070
Asia Pacific College of Hospitality Tourism and Culinary Arts,Chitwan,Private,2070
Shuva Kalika  Krishi Tatha Pashu Farm,Chitwan,Private,2070
K.R.K. Trading Company,Chitwan,Private,2070
Sunshine International Ladies Refresh Center,Chitwan,Private,2070
Acegeeks,Chitwan,Private,2070
T.V. Kalika,Chitwan,Private,2070
Bhagawati Oil Distributor,Chitwan,Private,2070
Innovative Design Studio,Chitwan,Private,2070
Friends Trade,Chitwan,Private,2070
Saibaba Dental,Chitwan,Private,2070
Maxwell Trading Concern,Chitwan,Private,2070
Namaste Sakura Institute,Chitwan,Private,2070
Jaya Satyasai Dental Clinic,Chitwan,Private,2070
Chaheley Tours & Travels,Chitwan,Private,2070
Sansar Polymers,Chitwan,Private,2070
Anmol Aarogya Kendra,Chitwan,Private,2070
Tucson International Business Academy,Chitwan,Private,2070
Atal Energy & Investment,Chitwan,Private,2070
A.M.T. Car Center,Chitwan,Private,2070
Chitwan Himalayan Group,Chitwan,Private,2070
Hotel Green Forest,Chitwan,Private,2070
B.K. Motors,Chitwan,Private,2070
Reliance Export Import,Chitwan,Private,2070
