ENGLISH_NAME,DISTRICT,COMPANY_TYPE,REGISTRATION_DATE
Sakela Recreation & Culture Exchange,Kathmandu,Private,2068
Himalayan Eco Retreat,Kathmandu,Private,2068
Sunforce Solar Energy And Investment,Kathmandu,Private,2068
Temple Trail Adventure,Kathmandu,Private,2068
Himthalo Construction Company,Palpa,Private,2068
Ezy Infotech Nepal,Kathmandu,Private,2068
Ace Media & Marketing,Kathmandu,Private,2068
Green Innovative,Kathmandu,Private,2068
Himalayan Whitehouse Open School & Research Academy,Kathmandu,Private,2068
Selina Cafe,Kathmandu,Private,2068
Delta Agency,Kathmandu,Private,2068
Honey Well International,Kathmandu,Private,2068
Nepaltech I.T. Solution,Chitwan,Private,2068
Muna Memorial English Academy Silgadhi,Doti,Private,2068
Japanese Noodles Kitchen,Lalitpur,Private,2068
Aerobic Diagnostic Center,Sunsari,Private,2068
Rival International Education Consultancy,Kathmandu,Private,2068
Creative Designers Construction,Kathmandu,Private,2068
Academia International Foundation and Research Centre,Lalitpur,Private,2068
Rastriya Niji Sawari Dhani Samrakshan Mancha,Kathmandu,Non-Profit Distributing,2068
J.B.R. Nepal Engineering Consultant,Lalitpur,Private,2068
Nepal Energy And Environmental Studies,Kathmandu,Private,2068
Everest National Academy,Siraha,Private,2068
Pro.Wizards,Kathmandu,Private,2068
Global Busy Education,Kaski,Private,2068
Popular dental home,Rautahat,Private,2068
Fireflies Media Solutions,Kathmandu,Private,2068
Sagarmatha English Boarding Schoold Sindhuli,Sindhuli,Private,2068
Pratibha Investment and Trading Company,Lalitpur,Private,2068
Ganga Girija Traders,Kathmandu,Private,2068
Kharel Builders and Construction,Jhapa,Private,2068
Goreto Travel & Tour,Kathmandu,Private,2068
Dynamic Institute of Research & Development,Kathmandu,Private,2068
Valley Point Guest House,Kathmandu,Private,2068
R.S.C.Holding,Lalitpur,Private,2068
Fine Wine Trade,Lalitpur,Private,2068
K.M.Enterprises,Kathmandu,Private,2068
Sarbakali Food and Beverage,Kathmandu,Private,2068
Nirmal Mineral Water,Kathmandu,Private,2068
Path Finder Expeditions,Kathmandu,Private,2068
Premier Education Foundation Kaski,Kaski,Private,2068
Subasini International,Kathmandu,Private,2068
Laligurans Samudayik Angreji Vidhyalaya Gothgaun,Ramechhap,Private,2068
Boston Gas and Petro Industries,Kathmandu,Private,2068
Green Land Academy Kalikot,Kalikot,Private,2068
Tuchuka Services,District not known,Private,2068
U.G.C.Block Tatha Tile Udhyog,Dhading,Private,2068
Civil Agro Traders,Kathmandu,Private,2068
Gokarna International,Kathmandu,Private,2068
Rato Tara Publication Griha,Kathmandu,Private,2068
DEBIT INVESTMENT COMPANY,Kaski,Private,2068
Hauli Educational Foundation,Sunsari,Private,2068
Everest Fashion Felt & Knit,Lalitpur,Private,2068
Fellowship Creation,Lalitpur,Private,2068
Bishwo Invvestment Company,Kaski,Private,2068
Hotel Devachan,Kathmandu,Private,2068
Swastik Pathsala,Siraha,Private,2068
P.R.Angelo Brothers,Kathmandu,Private,2068
Ice Poll Travel & Tours,Kathmandu,Private,2068
Kaligandaki English Boarding School Gulmi,Gulmi,Private,2068
Alltech Computer Center,District not known,Private,2068
Jay Kedar Polyclinic,Doti,Private,2068
Multimedia Connection,Parsa,Private,2068
Namaste Beauty Parlour and Training Centre,Kathmandu,Private,2068
Komal Surgical,Kathmandu,Private,2068
Swornim Academy Boarding School,Dhading,Private,2068
Mission For Development,Kathmandu,Private,2068
Sailung Maga Deurali Hospital,Dolakha,Private,2068
Best Overseas,Kathmandu,Private,2068
Amrit Cement Nepal,Kathmandu,Private,2068
Devghat Retreat Center,Kathmandu,Private,2068
Bojyan Khola Jalavidhyut Co.,Kathmandu,Private,2068
Royal International Manpower,Kathmandu,Private,2068
Third Pole Academy,Dang,Private,2068
Nepal International Financial Center,Kathmandu,Private,2068
Rastriya Sahayatri Investment Company,Kaski,Private,2068
Talent International Managment Services,Kathmandu,Private,2068
Bhumegumba Oil Store,Dolakha,Private,2068
Pathibhara Boarding School Dolakha,Dolakha,Private,2068
Moonlight Nepal Trekking & Adventure,Kathmandu,Private,2068
Sagarmatha S.S. and AlumInium Fabricate Center,Lalitpur,Private,2068
Sahara International College Of  IT And Aviation Center,Rupandehi,Private,2068
Stratford International Education Consultancy,Kathmandu,Private,2068
Data Solution,Kathmandu,Private,2068
Green World Incorporate,Lalitpur,Private,2068
Ingenious Developers,Kathmandu,Private,2068
Uttam Traders,Kathmandu,Private,2068
Suyasha Kurung Khola Hydropower Company,Kathmandu,Private,2068
Nepal Agro Farming,Lalitpur,Private,2068
Kalimati Departmental Store,Kathmandu,Private,2068
Nepal Samaj Sudhar Bikas Kendra,Kathmandu,Private,2068
Samyog Overseas,Kathmandu,Private,2068
Namuna Institute of Technology & Constraction,Chitwan,Private,2068
Yamabiko Japanese Language Training Centre,Kathmandu,Private,2068
Vidhyadhatri English Boarding School,Rautahat,Private,2068
Indreni Resort,Kathmandu,Private,2068
Birat Media,Morang,Private,2068
PRAGATI NIRMAN SEWA,Kathmandu,Private,2068
Mayur Investment Company,Makwanpur,Private,2068
Clique Career,Kathmandu,Private,2068
Bistarai Bistarai Resturant & Bar,Kathmandu,Private,2068
Kathmandu Axis Media,Kathmandu,Private,2068
Rocket International Courier & Cargo,Kathmandu,Private,2068
Nature Gym Mandir,Kathmandu,Private,2068
C.G.Cement Industries Palpa,Lalitpur,Private,2068
Amazing Design,Kathmandu,Private,2068
Centurion Group Of  Institutes,Lalitpur,Private,2068
Add Cash Investment,Kathmandu,Private,2068
Shree Ganesh Concrete and Pipe Industries,Kathmandu,Private,2068
Terhathum Academy,Terhathum,Private,2068
Narayan and Sons Itta Suppliers,Kathmandu,Private,2068
Chandibhairab Construction,District not known,Private,2068
Motherland Academy Sinja,Jumla,Private,2068
EXPLORE TECHNOLOGY,Sankhuwasabha,Private,2068
"Global Diabetes, Thyroid and Endocrinology Clinic",Lalitpur,Private,2068
Sukhi Welfare House,Kathmandu,Non-Profit Distributing,2068
Food Hygiene And Commercial Sanitation Training,Kathmandu,Private,2068
Plus Taranga,Kathmandu,Private,2068
Facia Professional Studies Abroad,Kathmandu,Private,2068
Dutch Educational Consultancy,Sunsari,Private,2068
Kumari Design,Kathmandu,Private,2068
Gold Spot,Kathmandu,Private,2068
Sherchan Developers And Investment,Kathmandu,Private,2068
Nepal college of engineering and research center,Lalitpur,Private,2068
Source & Solutions,Tanahun,Private,2068
Umesh Tours and Travels,Kaski,Private,2068
Crew Nepal,Lalitpur,Private,2068
Mamchyuni Training Center,Lalitpur,Private,2068
Big House Hardware,Bhaktapur,Private,2068
Waling City Polyclinic,Syangja,Private,2068
Big Housing And Land Developers,Kathmandu,Private,2068
Tricon Printing & Suppliers,Kathmandu,Private,2068
Mega Solution,Kavrepalanchowk,Private,2068
Mega Engineering & Construction,Kavrepalanchowk,Private,2068
Jyampe Yang Housing,Kathmandu,Private,2068
Independent Trekking Guides Adventure,Kathmandu,Private,2068
Heavy Parts Solution & Trading,Kathmandu,Private,2068
Mountain Driving School,Kathmandu,Private,2068
Lucky Group,Kathmandu,Private,2068
Om Trade Concern,Bhaktapur,Private,2068
D.J.Nepal,Kathmandu,Private,2068
Kirat International,Kathmandu,Private,2068
Synergy Consult Nepal,Bhaktapur,Private,2068
Janta Multi Sub Remit,Terhathum,Private,2068
New Engineering Tech,Kathmandu,Private,2068
Four Glorious Garden Academy,Kathmandu,Private,2068
National Art & Culture Centre,Kathmandu,Private,2068
Divya Hatchery,Chitwan,Private,2068
Bridge Land Academic Associate,Kathmandu,Private,2068
Mandala Resort Hotel,Kathmandu,Private,2068
Lumbini Structure & Engineering Works,Rupandehi,Private,2068
National Auto Works,Kavrepalanchowk,Private,2068
New Vision Academy Morang,Morang,Private,2068
Creative International Media,District not known,Private,2068
Majheri Music,Kathmandu,Private,2068
Satyadevi Urja Company,Lalitpur,Private,2068
Everest Creative Media,Kathmandu,Private,2068
Simplex Engineering Consultancy,Kathmandu,Private,2068
Krishna Sweets And Fast Food,Kathmandu,Private,2068
Glad Training Center,Kathmandu,Private,2068
Narayani Trade & Marketing,Kathmandu,Private,2068
Mehaphil Cultural Cafe,Kathmandu,Private,2068
Pokhara College of Modern Technical,Kaski,Private,2068
A.D.L. Express,Kathmandu,Private,2068
Ram Janaki Krishi Farm Tatha Deri,Kathmandu,Private,2068
Srijana Books Publication Group,Kathmandu,Private,2068
Shanti Academy Multiple College,Chitwan,Private,2068
Karki Group International,Kathmandu,Private,2068
H.B.R. International Overseas,Kathmandu,Private,2068
Shuv Beverages Industries,Makwanpur,Private,2068
Triveni Advertizing Sewa,Kathmandu,Private,2068
Arc Incept,Kathmandu,Private,2068
Klub Meditation,Kathmandu,Private,2068
B. & D. Travel And Tour,Rupandehi,Private,2068
A.P.N. Business Solution,Lalitpur,Private,2068
Utkrishta,Kathmandu,Private,2068
Arjunkhola Crusher Udhyog,Dang,Private,2068
Redfly Creative Workers,Kathmandu,Private,2068
Veri Zon Trading Company,Kathmandu,Private,2068
Galaxy Info Tech,Kathmandu,Private,2068
S.B.Suppliers,Kathmandu,Private,2068
Bipra Trading International,Kathmandu,Private,2068
Santoshi Memorial English Boarding School Rupendehi,Rupandehi,Private,2068
Manakamana Apparels,Lalitpur,Private,2068
Eye's Hill Livestock & Organic Agro Research Center,Lalitpur,Private,2068
Saipal Open Institute,Kaski,Private,2068
Arak Management Consultancy & Human Resosurce Management,Lalitpur,Private,2068
R.R. Movi Creation,Kathmandu,Private,2068
Sunrise Poultry Suppliers And Research Center,Kathmandu,Private,2068
Birat Print And Pack,Sunsari,Private,2068
Mahatma International,Jhapa,Public,2068
Sungava Offset Press,Kathmandu,Private,2068
Prajan Parquet & Home Accessories,Kathmandu,Private,2068
Navadurga Bardiya Polyclinic,Bardiya,Private,2068
Nam Sangati Travels & Tours,Kathmandu,Private,2068
Medi Equip Mountain Nepal,Lalitpur,Private,2068
Archicraft Engineering Consultancy,Kathmandu,Private,2068
Safar Nepal Travels & Tours,Kathmandu,Private,2068
Shilpa Engineering,Kathmandu,Private,2068
Koshi Academy Of Medical Sciences,Morang,Non-Profit Distributing,2068
Shree Tibet Family Guest House,Kathmandu,Private,2068
KPM Traders,Kathmandu,Private,2068
Al - Saikh Hospital,Kapilvastu,Private,2068
Euresia Export,Kathmandu,Private,2068
Nepal China Xiongfei Industry,Kathmandu,Private,2068
Piny International,Lalitpur,Private,2068
Rukesh Raj Trade Links,Lalitpur,Private,2068
Ask Architecture Construction & Company,Kathmandu,Private,2068
Royal Mustang Resort,Mustang,Private,2068
Jatayu Construction and Suppliers,Kathmandu,Private,2068
RAPTI CHANDRAMA GUEST HOUSE,Kathmandu,Private,2068
Nem Investment,Lalitpur,Private,2068
A.R. Traders & Multisuppliers,Kathmandu,Private,2068
Sudha Engineering Consultancy,Lalitpur,Private,2068
Modern Quest Multiple Academy,Banke,Private,2068
Buddha Nepal Travels And Tours,Kathmandu,Private,2068
Rapid Trade Concern,Kathmandu,Private,2068
Coastal Investment,Chitwan,Private,2068
Karnali Construction,Surkhet,Private,2068
Info Foreign Orientation Center,Kathmandu,Private,2068
S.K. Kalika Enterprises,Kathmandu,Private,2068
Ankit Real Estate,Siraha,Private,2068
Jeevan Deep Polyclinic,Dhanusha,Private,2068
Quality Fashion Enterprises,Bhaktapur,Private,2068
HUNKS INVESTMENT AND DEVELOPERS,Lalitpur,Private,2068
Om Shree Satya Sai Enterprises,Chitwan,Private,2068
Hotel Panchali,Morang,Private,2068
KATHMANDU E.N.T. HOSPITAL,Kathmandu,Private,2068
Amar Infotech,Kathmandu,Private,2068
Novice Software Solutions,Kathmandu,Private,2068
Roshi Bhandar Research & Development,Kathmandu,Private,2068
Dream Land Housing and Colony,Kaski,Private,2068
Narahari Polyclinic & Diagnostic Center,Kaski,Private,2068
Prajesh Travels & Tours,Kathmandu,Private,2068
Mega Services,Kathmandu,Private,2068
Kerkha Hospital,Jhapa,Private,2068
Hotel Heaven Hill,Bhaktapur,Private,2068
Mahendra Jyoti English Boarding School,Udayapur,Private,2068
Aryal International Education Center,Kathmandu,Private,2068
Edu. Axis Academy,Sunsari,Private,2068
Evergreen English School Morang,Morang,Private,2068
Core Technical and Vocational Training Center,Lalitpur,Private,2068
Imax Creation,Kathmandu,Private,2068
Bulls Sports Academy Nepal,Lalitpur,Private,2068
Ghattekhola Hydro,Kathmandu,Private,2068
Krishna International,Kathmandu,Private,2068
Sirise Polyclinic,Ramechhap,Private,2068
Eco-Pantium Software,Kathmandu,Private,2068
Mata Manakamana Dental Care,Kaski,Private,2068
Indrayani Jagga Bikash Company,Kathmandu,Private,2068
Shivapuri Polyclinic,Kathmandu,Private,2068
Sagarmath Duwani Tatha Bahuudeshya,Dang,Private,2068
J.N. Global Communication,Kathmandu,Private,2068
British Nepal Educational Consultancy,Nawalparasi,Private,2068
Aadhunik Krishi Kendra,Parsa,Public,2068
Maa Durga Polyclinic & Medical Center,Dhanusha,Private,2068
Jate Academy Boarding School,Morang,Private,2068
Seven Star Agrovet,Rupandehi,Private,2068
Asian Expedition,Kathmandu,Private,2068
Annapurna Engineering & Equipment Solution,Kathmandu,Private,2068
Sonukala Beauty Parlour,Kathmandu,Private,2068
Villa Restaurant & Bar,Lalitpur,Private,2068
Bright Future Integrated Farm House,Lalitpur,Private,2068
Anugraha Polyclinic,Kathmandu,Private,2068
New Soft Technology,Kathmandu,Private,2068
Gems School Janakpur,Dhanusha,Private,2068
Mahankal Suppliers,Lalitpur,Private,2068
Civil Tech,Lalitpur,Private,2068
Navajivan Charitable Trust Nepal,Nawalparasi,Non-Profit Distributing,2068
Tarahara Investment,Sunsari,Private,2068
Padma Group,Kathmandu,Private,2068
Elite Academy Sarlahi,Sarlahi,Private,2068
Three Sixty Five Cafe & Party Venue,Kathmandu,Private,2068
Quantum Technologies,Kathmandu,Private,2068
Galaxy Multi Tech,Kathmandu,Private,2068
ARNIKO INTERNATIONAL EDUCATIONAL ACADEMY LALITPUR,Lalitpur,Private,2068
Buddhist Meditation Gumba Center,Rasuwa,Private,2068
Silk Route Picture,Kathmandu,Private,2068
Sunakhari Academy Morang,District not known,Private,2068
Elite Multipurpose,Kathmandu,Private,2068
Om Sai Baba English Boarding School,Rautahat,Private,2068
Pakhrin International,Sunsari,Private,2068
Om Kalika Homeopathic Aspatal,Rupandehi,Private,2068
J.M.S. Institute,Sunsari,Private,2068
Siddhababa Surgical House,Kavrepalanchowk,Private,2068
Satyagraha Media,Kathmandu,Private,2068
Eco Mate Building Material,Lalitpur,Private,2068
Mount Everest Petroleum,Kathmandu,Private,2068
R.P.K. Dairy & Farm,Kathmandu,Private,2068
ambe dugdha bikash corporation & trade concern,Banke,Private,2068
Sino Nepal Mountain Trekking,Kathmandu,Private,2068
Prise Publication,Kathmandu,Private,2068
Presidential International School,Bhaktapur,Private,2068
Factor In,Kathmandu,Private,2068
Radha Krishna Sip Kendra,Kathmandu,Private,2068
Sindhu Four Brothers Transport,Kathmandu,Private,2068
Prithvi Apparels Industries,Kathmandu,Private,2068
M.B.E. International Trade Link,Kathmandu,Private,2068
Helping Hands Educational Consultancy,Kathmandu,Private,2068
Creative Event Network International,Kathmandu,Private,2068
Deepika School Kathmandu,Kathmandu,Private,2068
Nucleus Infrastructure,Kathmandu,Private,2068
WAIBA GROUP,Dhading,Private,2068
Krishna Villa Resort,Kathmandu,Private,2068
Thopra International,Sunsari,Private,2068
Uttam Investment & Traders Company,Kaski,Private,2068
Excellent Feed & Hatchery,Lalitpur,Private,2068
Dakshinkali Sun Chadi Gahana Pasal,Kathmandu,Private,2068
K.B. International Educational Consultancy,Kathmandu,Private,2068
Chomolungma Construction,Bhojpur,Private,2068
Cosmics Excursion,Kathmandu,Private,2068
Okhaldhunga Oil Store,Okhaldhunga,Private,2068
Ram Woolen Craft,Kathmandu,Private,2068
Sprint Printing AND Packaging,Kathmandu,Private,2068
Shree Mangal Trading Company,Kathmandu,Private,2068
A. and A. Sub Money Transfer,Kathmandu,Private,2068
Sunrise Nepal,Kathmandu,Private,2068
Darshan Transport,Kathmandu,Private,2068
Nepal Prabidhik Shikshalaya Anusandhan Kendra,Kathmandu,Private,2068
Subhash Carriers,Kathmandu,Private,2068
Presidential Business School,Kathmandu,Private,2068
United Technosys,Kathmandu,Private,2068
Century Financial Services & Brokerage Company,Kathmandu,Private,2068
Shree Binayak Distribution And Suppliers,Kathmandu,Private,2068
Universal Geo Spatial Solution,Kathmandu,Private,2068
O.N.S. Trade Link,Kathmandu,Private,2068
Onward International,Kathmandu,Private,2068
Ecological Resort,Chitwan,Private,2068
Old Tibetan Mandaka Thangka Painting Academy,Kathmandu,Private,2068
Mercia International Educational Consultancy,Palpa,Private,2068
Chitawan Investment,Chitwan,Private,2068
Pathivara Aluminium Udhyog,Kathmandu,Private,2068
Shubha Ichha Trade Link,Banke,Private,2068
Sherpa Students Schooling Foundation,Rasuwa,Private,2068
Busy Bee Construction,Kathmandu,Private,2068
Top Line Nepal Travel & Tours,Kathmandu,Private,2068
Saket Investment And Properties Company,Banke,Private,2068
High Rise Construction,Kathmandu,Private,2068
Initiative English Boarding School,Sarlahi,Private,2068
Sundrawati Sub-Remittance,Kathmandu,Private,2068
Incredible Nepal Tours & Travel,Kathmandu,Private,2068
Caravan Readymade Companey,Kathmandu,Private,2068
Floried Security Consultancy,Syangja,Private,2068
Pemsang Export Import,Morang,Private,2068
Birat Poultry,Morang,Private,2068
Soul Food Garden,Kathmandu,Private,2068
Palanchoki Suppliers,Kavrepalanchowk,Private,2068
Top Event Nepal,Kathmandu,Private,2068
S.D. Aluminium And Engineering Works,Kathmandu,Private,2068
S.R. CONCRIT SuppliERS,Kathmandu,Private,2068
Nepal Imperial Sagarmatha Taekwon-Do Academy,Chitwan,Private,2068
Saturn International  Company,Lamjung,Private,2068
Crosstie Travel and Tours,Kathmandu,Private,2068
Utsah Security Service,Kathmandu,Private,2068
Reach Media & Marketing,Kathmandu,Private,2068
Tech-City,Bhaktapur,Private,2068
Pashupati Money Transfer,Kathmandu,Private,2068
United Manpower Agency,Kathmandu,Private,2068
Kapilvastu Diagnostic Hospital,Kapilvastu,Private,2068
K.C. International Multi Suppliers,Kathmandu,Private,2068
Bright Nepal Auto Tech,Lalitpur,Private,2068
Max Trade,Kathmandu,Private,2068
Creative Ideas,Kathmandu,Private,2068
Pranmaya Yoga,Lalitpur,Private,2068
Tower Info Foreign Job Orientation,Kathmandu,Private,2068
Sona Oil Stores,Dang,Private,2068
Al-Ayuni Overseas Services,Kathmandu,Private,2068
Everest Colour,Bhaktapur,Private,2068
Darshan Namaste Travels & Tours,Kathmandu,Private,2068
Gyan Star Educational Foundation,Kathmandu,Private,2068
Coventina Energy,Kathmandu,Private,2068
Prasna Vehicle Point,Kathmandu,Private,2068
Rich Field Trading,Kathmandu,Private,2068
Eureka Travels & Tours,Kathmandu,Private,2068
Humau Investment,Lalitpur,Private,2068
Creative Vision Consultancy,Kathmandu,Private,2068
Creative Nepal Transport & Carrier,Kathmandu,Private,2068
Creative Nepal Business Trading,Kathmandu,Private,2068
Creative Nepal Travels & Tours,Kathmandu,Private,2068
Parmita Trading Company,Kathmandu,Private,2068
Orchid International College,Kathmandu,Private,2068
Kathmandu Valley Institute,Kathmandu,Private,2068
LANDMARK FOREST PARK,Chitwan,Private,2068
Eurika Swastik Investment Company,Kathmandu,Private,2068
Baglung Kalika Investment Company,Baglung,Private,2068
BSP World Travels AND Tours,Kathmandu,Private,2068
Napzanata Technology,Kathmandu,Private,2068
Thimura Poultry Farm,Chitwan,Private,2068
Globe Ex,Kathmandu,Private,2068
K.S. Builders & Suppliers,Banke,Private,2068
Integrated Pleasant Palace,Kathmandu,Private,2068
Mata Parwati Films,Kathmandu,Private,2068
Technip,Kathmandu,Private,2068
Kohinoor Commodities & Investment Services,Kathmandu,Private,2068
A.B.C. Creative Builders,Lalitpur,Private,2068
Mountain Structure Engineering And Associated,Kathmandu,Private,2068
Dhawalagiri Agriculture And Bee Firm,Kathmandu,Private,2068
Miligan International Education Consultancy,Kathmandu,Private,2068
Sanam Nirman,Lalitpur,Private,2068
Ghorahi Transport and Suppliers,Dang,Private,2068
Vriddhi Solutions,Kathmandu,Private,2068
Ask Nepal Travels & Tours,Rupandehi,Private,2068
Shitprava Architect And Engineering Consultancy,Nawalparasi,Private,2068
M.C. Guest House,Lalitpur,Private,2068
Cafe Brazil Guest House And Coffee Shop,Lalitpur,Private,2068
Leo,Kathmandu,Private,2068
Carbon Investigation & Analysis,Kathmandu,Private,2068
Krishna Innovative Technology,Banke,Private,2068
Shree Tilak Travels and Tours,Kathmandu,Private,2068
Shree Venkatesh Trade Suppliers,Kathmandu,Private,2068
Nagarik Language and Consultancy,Kathmandu,Private,2068
Ajay Pratap Shah Memorial Trust,Kathmandu,Non-Profit Distributing,2068
Rawa Khola Hydropower,Kathmandu,Private,2068
Namaste Makwanpur Investment Company,Makwanpur,Private,2068
